Gene_ID	Gene_Name	AML_BDCM	AML_P31_FUJ	AML_PL-21	chondrosarcoma_CAL-78	chondrosarcoma_Hs819.T	chondrosarcoma_SW-1353
ENSG00000069248	NUP133	11.0	12.0	14.0	8.0	5.0	11.0
ENSG00000069275	NUCKS1	49.0	75.0	72.0	80.0	27.0	76.0
ENSG00000069329	VPS35	15.0	16.0	15.0	17.0	10.0	17.0
ENSG00000069345	DNAJA2	24.0	16.0	11.0	14.0	11.0	14.0
ENSG00000069399	BCL3	3.0	2.0	2.0	9.0	4.0	3.0
ENSG00000069424	KCNAB2	23.0	31.0	58.0	2.0	0.8	0.6
ENSG00000069431	ABCC9	0.5	0.5	0.6	6.0	0.6	1.0
ENSG00000069482	GAL				0.2	0.1	
ENSG00000069493	CLEC2D	0.2	4.0	10.0	2.0	0.3	0.6
ENSG00000069509	FUNDC1	10.0	14.0	8.0	20.0	6.0	17.0
ENSG00000069667	RORA	3.0	0.1		2.0	0.8	1.0
ENSG00000069696	DRD4	0.1	0.7	0.2	0.6	0.2	0.8
ENSG00000069702	TGFBR3	4.0	0.8		3.0	3.0	0.6
ENSG00000069712	ENSG00000069712	0.6	0.9	0.3	0.4	0.5	1.0
ENSG00000069764	PLA2G10		0.2	0.1			0.2
ENSG00000069812	HES2	0.1	0.1		0.1		0.1
ENSG00000069849	ATP1B3	37.0	33.0	38.0	53.0	35.0	55.0
ENSG00000069869	NEDD4	4.0	9.0	4.0	8.0	7.0	10.0
ENSG00000069943	PIGB	5.0	4.0	4.0	3.0	2.0	2.0
ENSG00000069956	MAPK6	23.0	12.0	8.0	24.0	9.0	25.0
ENSG00000069966	GNB5	2.0	3.0	0.9	3.0	1.0	3.0
ENSG00000069974	RAB27A	7.0	30.0	31.0	10.0	2.0	4.0
ENSG00000069998	HDHD5	11.0	17.0	22.0	7.0	3.0	9.0
ENSG00000070010	UFD1	7.0	9.0	6.0	13.0	5.0	7.0
ENSG00000070018	LRP6	2.0			11.0	7.0	6.0
ENSG00000070019	GUCY2C			0.1			
ENSG00000070031	SCT		0.6	0.1		0.1	0.3
ENSG00000070047	PHRF1	16.0	10.0	11.0	17.0	6.0	9.0
ENSG00000070061	ELP1	16.0	12.0	12.0	20.0	11.0	11.0
ENSG00000070081	NUCB2	4.0	55.0	31.0	33.0	12.0	10.0
ENSG00000070087	PFN2	21.0	0.2	0.2	58.0	41.0	135.0
ENSG00000070159	PTPN3	0.1			3.0	0.6	1.0
ENSG00000070182	SPTB		7.0	1.0			0.6
ENSG00000070190	DAPP1	10.0	18.0	8.0			
ENSG00000070214	SLC44A1	4.0	15.0	28.0	7.0	4.0	10.0
ENSG00000070269	TMEM260	2.0	5.0	4.0	2.0	2.0	3.0
ENSG00000070366	SMG6	3.0	3.0	1.0	4.0	3.0	4.0
ENSG00000070367	EXOC5	7.0	8.0	6.0	6.0	6.0	11.0
ENSG00000070371	CLTCL1	0.1	12.0	19.0	3.0	3.0	9.0
ENSG00000070388	FGF22						0.1
ENSG00000070404	FSTL3	1.0	8.0	6.0	7.0	43.0	28.0
ENSG00000070413	DGCR2	8.0	15.0	18.0	11.0	9.0	26.0
ENSG00000070423	RNF126	12.0	15.0	9.0	8.0	4.0	5.0
ENSG00000070444	MNT	2.0	4.0	3.0	4.0	2.0	2.0
ENSG00000070476	ZXDC	3.0	13.0	13.0	5.0	2.0	4.0
ENSG00000070495	JMJD6	4.0	4.0	3.0	7.0	4.0	6.0
ENSG00000070501	POLB	6.0	4.0	3.0	3.0	1.0	3.0
ENSG00000070540	WIPI1	12.0	13.0	5.0	11.0	18.0	18.0
ENSG00000070601	FRMPD1	0.1	0.1	0.1		0.1	0.2
ENSG00000070610	GBA2	13.0	13.0	14.0	14.0	7.0	11.0
ENSG00000070614	NDST1	10.0	13.0	15.0	37.0	34.0	57.0
ENSG00000070669	ASNS	17.0	71.0	20.0	19.0	37.0	51.0
ENSG00000070718	AP3M2	16.0	6.0	5.0	3.0	3.0	6.0
ENSG00000070729	CNGB1				0.1		
ENSG00000070731	ST6GALNAC2				0.1	0.1	0.1
ENSG00000070748	CHAT		1.0				0.1
ENSG00000070756	PABPC1	366.0	236.0	509.0	198.0	108.0	251.0
ENSG00000070759	TESK2	5.0	3.0	2.0	4.0	0.3	0.9
ENSG00000070761	CFAP20	11.0	24.0	10.0	19.0	6.0	10.0
ENSG00000070770	CSNK2A2	12.0	16.0	13.0	15.0	5.0	12.0
ENSG00000070778	AL162171.1				13.0	5.0	9.0
ENSG00000070785	EIF2B3	13.0	7.0	5.0	21.0	8.0	8.0
ENSG00000070808	CAMK2A		0.1		0.2		
ENSG00000070814	TCOF1	13.0	9.0	7.0	10.0	2.0	7.0
ENSG00000070831	CDC42	121.0	86.0	60.0	143.0	58.0	101.0
ENSG00000070882	OSBPL3	10.0	2.0	3.0	15.0	7.0	9.0
ENSG00000070886	EPHA8				0.1		
ENSG00000070950	RAD18	5.0	7.0	7.0	6.0	1.0	4.0
ENSG00000070961	ATP2B1	13.0	6.0	4.0	14.0	13.0	11.0
ENSG00000071051	NCK2	9.0	14.0	18.0	23.0	4.0	18.0
ENSG00000071054	MAP4K4	2.0	14.0	7.0	33.0	29.0	28.0
ENSG00000071073	MGAT4A	0.9	6.0	6.0	0.1		0.1
ENSG00000071082	RPL31	178.0	152.0	403.0	124.0	54.0	63.0
ENSG00000071127	WDR1	72.0	45.0	29.0	60.0	92.0	67.0
ENSG00000071189	SNX13	2.0	1.0	4.0	4.0	2.0	6.0
ENSG00000071203	AP001034.1						0.1
ENSG00000071205	ARHGAP10	3.0		0.6	2.0	2.0	2.0
ENSG00000071242	RPS6KA2	2.0	0.1	0.9	10.0	26.0	5.0
ENSG00000071243	ING3	5.0	6.0	9.0	3.0	1.0	4.0
ENSG00000071246	VASH1	0.9	11.0	0.5	4.0	0.3	3.0
ENSG00000071282	LMCD1	0.3			2.0	4.0	9.0
ENSG00000071462	BUD23	12.0	19.0	7.0	6.0	5.0	9.0
ENSG00000071537	SEL1L	14.0	24.0	26.0	21.0	28.0	26.0
ENSG00000071539	TRIP13	11.0	13.0	11.0	21.0	2.0	9.0
ENSG00000071553	ATP6AP1	15.0	39.0	25.0	116.0	30.0	29.0
ENSG00000071564	TCF3	39.0	25.0	12.0	14.0	5.0	11.0
ENSG00000071575	TRIB2	5.0	4.0	1.0	7.0	8.0	4.0
ENSG00000071626	DAZAP1	19.0	27.0	20.0	13.0	5.0	11.0
ENSG00000071655	MBD3	8.0	14.0	7.0	9.0	5.0	9.0
ENSG00000071794	HLTF	22.0	17.0	11.0	28.0	5.0	14.0
ENSG00000071859	FAM50A	13.0	14.0	20.0	153.0	32.0	21.0
ENSG00000071889	FAM3A	2.0	5.0	3.0	22.0	5.0	8.0
ENSG00000071894	CPSF1	24.0	25.0	37.0	18.0	11.0	9.0
ENSG00000071909	MYO3B	3.0	0.1				
ENSG00000071967	CYBRD1	15.0	13.0	6.0	28.0	57.0	10.0
ENSG00000071994	PDCD2	9.0	11.0	12.0	6.0	4.0	8.0
ENSG00000072041	SLC6A15				0.4	0.1	
ENSG00000072042	RDH11	18.0	16.0	6.0	14.0	10.0	17.0
ENSG00000072062	PRKACA	11.0	10.0	6.0	26.0	9.0	10.0
ENSG00000072071	ADGRL1	0.8	11.0	2.0	11.0	0.6	3.0
ENSG00000072080	SPP2	0.1	0.2	0.1			0.4
ENSG00000072110	ACTN1	17.0	51.0	30.0	34.0	82.0	83.0
ENSG00000072121	ZFYVE26	4.0	2.0	3.0	2.0	1.0	4.0
ENSG00000072133	RPS6KA6	1.0			3.0	0.8	0.7
ENSG00000072134	EPN2	1.0	3.0	2.0	4.0	3.0	2.0
ENSG00000072135	PTPN18	10.0	15.0	13.0	9.0	3.0	5.0
ENSG00000072163	LIMS2				2.0	6.0	0.2
ENSG00000072182	ASIC4		0.1				
ENSG00000072195	SPEG		0.5		3.0	4.0	6.0
ENSG00000072201	LNX1	0.9	0.6	0.6	0.6	0.5	0.8
ENSG00000072210	ALDH3A2	6.0	11.0	6.0	14.0	3.0	6.0
ENSG00000072274	TFRC	43.0	17.0	23.0	67.0	42.0	67.0
ENSG00000072310	SREBF1	11.0	18.0	14.0	2.0	5.0	3.0
ENSG00000072364	AFF4	4.0	7.0	6.0	27.0	12.0	18.0
ENSG00000072401	UBE2D1	9.0	8.0	7.0	9.0	4.0	6.0
ENSG00000072415	MPP5	3.0	3.0	2.0	5.0	6.0	17.0
ENSG00000072422	RHOBTB1				3.0	5.0	2.0
ENSG00000072501	SMC1A	30.0	46.0	41.0	33.0	9.0	33.0
ENSG00000072506	HSD17B10	73.0	48.0	62.0	55.0	24.0	56.0
ENSG00000072518	MARK2	7.0	10.0	7.0	7.0	3.0	5.0
ENSG00000072571	HMMR	30.0	20.0	17.0	34.0	2.0	18.0
ENSG00000072609	CHFR	4.0		1.0	1.0	2.0	4.0
ENSG00000072657	TRHDE				0.2		7.0
ENSG00000072682	P4HA2	3.0	0.1	0.2	20.0	40.0	24.0
ENSG00000072694	FCGR2B	10.0	0.6	0.7			
ENSG00000072736	NFATC3	4.0	9.0	5.0	3.0	1.0	3.0
ENSG00000072756	TRNT1	7.0	7.0	5.0	4.0	3.0	5.0
ENSG00000072778	ACADVL	38.0	88.0	43.0	56.0	58.0	40.0
ENSG00000072786	STK10	20.0	21.0	18.0	6.0	6.0	8.0
ENSG00000072803	FBXW11	17.0	10.0	8.0	23.0	10.0	13.0
ENSG00000072818	ACAP1	23.0	17.0	6.0	0.2	0.4	0.9
ENSG00000072832	CRMP1	1.0	0.1		3.0	3.0	3.0
ENSG00000072840	EVC	3.0			9.0	8.0	7.0
ENSG00000072849	DERL2	6.0	6.0	3.0	8.0	4.0	7.0
ENSG00000072858	SIDT1	10.0	0.3				
ENSG00000072864	NDE1	15.0	10.0	7.0	4.0	2.0	3.0
ENSG00000072952	MRVI1		2.0	2.0	0.6	5.0	0.2
ENSG00000072954	TMEM38A	19.0	2.0	4.0	3.0	0.3	0.9
ENSG00000072958	AP1M1	5.0	14.0	6.0	4.0	4.0	4.0
ENSG00000073008	PVR	1.0	0.1	1.0	52.0	50.0	68.0
ENSG00000073050	XRCC1	17.0	19.0	13.0	20.0	5.0	5.0
ENSG00000073060	SCARB1	29.0	12.0	5.0	0.6	0.8	5.0
ENSG00000073067	CYP2W1	0.1					0.1
ENSG00000073111	MCM2	65.0	71.0	74.0	26.0	3.0	13.0
ENSG00000073146	MOV10L1						0.3
ENSG00000073150	PANX2	0.2	0.3	2.0	1.0	0.3	4.0
ENSG00000073169	SELENOO	8.0	13.0	17.0	4.0	6.0	7.0
ENSG00000073282	TP63	11.0			0.3		
ENSG00000073331	ALPK1	3.0	4.0	5.0	3.0	0.7	0.7
ENSG00000073350	LLGL2	1.0	3.0	1.0	0.3		
ENSG00000073417	PDE8A	6.0	4.0	5.0	8.0	4.0	5.0
ENSG00000073464	CLCN4		0.1		3.0	0.6	2.0
ENSG00000073536	NLE1	7.0	6.0	4.0	4.0	2.0	3.0
ENSG00000073578	SDHA	21.0	15.0	17.0	21.0	8.0	10.0
ENSG00000073584	SMARCE1	6.0	7.0	5.0	5.0	4.0	6.0
ENSG00000073598	FNDC8	0.1	0.4	0.1			
ENSG00000073605	GSDMB	3.0	2.0	1.0	2.0	2.0	2.0
ENSG00000073614	KDM5A	8.0	9.0	13.0	11.0	4.0	8.0
ENSG00000073670	ADAM11	0.2	1.0	0.5	0.4		0.2
ENSG00000073711	PPP2R3A	0.1	0.1	0.1	6.0	3.0	8.0
ENSG00000073712	FERMT2	6.0		0.1	12.0	21.0	25.0
ENSG00000073734	ABCB11				0.2		0.1
ENSG00000073737	DHRS9	0.8	4.0		0.1	0.1	
ENSG00000073756	PTGS2	0.1	1.0	0.1	12.0	2.0	0.8
ENSG00000073792	IGF2BP2	0.3		0.2	12.0	9.0	24.0
ENSG00000073803	MAP3K13	2.0	0.2	0.4	6.0	0.7	1.0
ENSG00000073849	ST6GAL1	13.0	4.0	0.9	0.3	0.1	3.0
ENSG00000073861	TBX21	0.2					
ENSG00000073905	VDAC1P1	0.1				0.1	
ENSG00000073910	FRY	0.1	7.0	15.0	0.4	1.0	0.6
ENSG00000073921	PICALM	14.0	27.0	23.0	43.0	64.0	61.0
ENSG00000073969	NSF	10.0	22.0	16.0	12.0	14.0	16.0
ENSG00000074047	GLI2				0.4	3.0	1.0
ENSG00000074054	CLASP1	9.0	9.0	8.0	11.0	4.0	10.0
ENSG00000074071	MRPS34	63.0	30.0	37.0	57.0	17.0	17.0
ENSG00000074181	NOTCH3	0.1			0.8	25.0	2.0
ENSG00000074201	CLNS1A	27.0	32.0	22.0	9.0	7.0	16.0
ENSG00000074211	PPP2R2C				0.1	0.1	1.0
ENSG00000074219	TEAD2	0.1	0.9		8.0	2.0	6.0
ENSG00000074266	EED	11.0	7.0	4.0	4.0	2.0	4.0
ENSG00000074276	CDHR2		0.2	0.2			0.2
ENSG00000074317	SNCB						0.5
ENSG00000074319	TSG101	11.0	12.0	7.0	33.0	11.0	10.0
ENSG00000074356	NCBP3	6.0	10.0	17.0	7.0	3.0	5.0
ENSG00000074370	ATP2A3	28.0	46.0	44.0	1.0	0.4	0.1
ENSG00000074410	CA12				2.0	16.0	17.0
ENSG00000074416	MGLL	19.0	3.0	5.0	10.0	11.0	7.0
ENSG00000074527	NTN4	0.2		0.1	21.0	30.0	48.0
ENSG00000074582	BCS1L	13.0	18.0	11.0	6.0	4.0	6.0
ENSG00000074590	NUAK1				5.0	8.0	12.0
ENSG00000074603	DPP8	5.0	10.0	9.0	8.0	4.0	6.0
ENSG00000074621	SLC24A1	2.0	4.0	2.0	2.0	0.9	3.0
ENSG00000074657	ZNF532	0.4			4.0	5.0	8.0
ENSG00000074660	SCARF1	0.3	3.0	0.1	0.1	0.1	
ENSG00000074695	LMAN1	28.0	37.0	19.0	52.0	43.0	50.0
ENSG00000074696	HACD3	10.0	11.0	9.0	29.0	12.0	23.0
ENSG00000074706	IPCEF1	5.0	6.0	3.0			
ENSG00000074755	ZZEF1	6.0	7.0	6.0	5.0	3.0	7.0
ENSG00000074800	ENO1	713.0	503.0	488.0	705.0	409.0	666.0
ENSG00000074842	MYDGF	43.0	115.0	48.0	45.0	133.0	61.0
ENSG00000074855	ANO8	2.0	4.0	6.0	6.0	2.0	2.0
ENSG00000074935	TUBE1	2.0	12.0	11.0	3.0	4.0	4.0
ENSG00000074964	ARHGEF10L		0.3	7.0	5.0	3.0	3.0
ENSG00000074966	TXK	1.0	1.0	0.4	0.1		0.3
ENSG00000075043	KCNQ2	0.2					
ENSG00000075073	TACR2		0.1		0.2	0.2	1.0
ENSG00000075089	ACTR6	11.0	9.0	5.0	10.0	4.0	6.0
ENSG00000075131	TIPIN	9.0	9.0	5.0	10.0	2.0	4.0
ENSG00000075142	SRI	30.0	38.0	11.0	12.0	11.0	21.0
ENSG00000075151	EIF4G3	15.0	16.0	16.0	26.0	17.0	16.0
ENSG00000075188	NUP37	9.0	14.0	6.0	9.0	4.0	8.0
ENSG00000075213	SEMA3A	0.7	5.0	0.4	0.9	0.4	0.3
ENSG00000075218	GTSE1	20.0	12.0	18.0	18.0	1.0	11.0
ENSG00000075223	SEMA3C	0.1		0.1	62.0	55.0	51.0
ENSG00000075234	TTC38	9.0	13.0	6.0	4.0	4.0	12.0
ENSG00000075239	ACAT1	26.0	20.0	10.0	10.0	7.0	12.0
ENSG00000075240	GRAMD4	8.0	16.0	17.0	2.0	2.0	4.0
ENSG00000075275	CELSR1	0.3	3.0	0.1	3.0	0.1	3.0
ENSG00000075290	WNT8B	0.1	0.2	0.1			0.1
ENSG00000075292	ZNF638	11.0	10.0	10.0	14.0	5.0	13.0
ENSG00000075303	SLC25A40	11.0	34.0	26.0	8.0	1.0	6.0
ENSG00000075336	TIMM21	10.0	3.0	4.0	5.0	3.0	5.0
ENSG00000075340	ADD2					0.1	18.0
ENSG00000075391	RASAL2	0.7	0.2	0.1	3.0	3.0	10.0
ENSG00000075399	VPS9D1	1.0	3.0	1.0	3.0	6.0	4.0
ENSG00000075407	ZNF37A	6.0	6.0	3.0	5.0	3.0	5.0
ENSG00000075413	MARK3	9.0	14.0	13.0	14.0	6.0	13.0
ENSG00000075415	SLC25A3	66.0	38.0	36.0	35.0	27.0	50.0
ENSG00000075420	FNDC3B	5.0	6.0	12.0	19.0	20.0	17.0
ENSG00000075426	FOSL2	0.3	22.0	54.0	53.0	18.0	52.0
ENSG00000075461	CACNG4	0.1			0.1		3.0
ENSG00000075539	FRYL	6.0	5.0	6.0	10.0	2.0	7.0
ENSG00000075568	TMEM131	9.0	8.0	9.0	14.0	7.0	9.0
ENSG00000075618	FSCN1	102.0	14.0	4.0	52.0	53.0	66.0
ENSG00000075624	ACTB	2856.0	819.0	1019.0	879.0	1492.0	1860.0
ENSG00000075643	MOCOS	1.0		0.1	7.0	4.0	2.0
ENSG00000075651	PLD1	4.0	3.0		2.0	0.3	0.5
ENSG00000075673	ATP12A		0.5				0.1
ENSG00000075702	WDR62	4.0	7.0	6.0	6.0	0.5	2.0
ENSG00000075711	DLG1	8.0	7.0	7.0	11.0	8.0	43.0
ENSG00000075785	RAB7A	86.0	131.0	117.0	84.0	97.0	109.0
ENSG00000075790	BCAP29	4.0	11.0	9.0	9.0	7.0	10.0
ENSG00000075826	SEC31B	3.0	9.0	9.0	0.5	0.9	1.0
ENSG00000075856	SART3	22.0	16.0	11.0	6.0	5.0	8.0
ENSG00000075884	ARHGAP15	8.0	12.0	20.0			0.1
ENSG00000075886	TUBA3D	0.4	0.7	2.0	0.3	0.2	0.4
ENSG00000075891	PAX2						0.1
ENSG00000075914	EXOSC7	14.0	14.0	11.0	7.0	5.0	6.0
ENSG00000075945	KIFAP3	32.0	4.0	2.0	11.0	10.0	9.0
ENSG00000075975	MKRN2	16.0	26.0	25.0	18.0	10.0	16.0
ENSG00000076003	MCM6	45.0	89.0	62.0	37.0	7.0	19.0
ENSG00000076043	REXO2	4.0	15.0	6.0	24.0	35.0	28.0
ENSG00000076053	RBM7	3.0	3.0	1.0	4.0	2.0	5.0
ENSG00000076067	RBMS2	1.0	4.0	0.9	4.0	9.0	10.0
ENSG00000076108	BAZ2A	16.0	18.0	17.0	6.0	6.0	12.0
ENSG00000076201	PTPN23	6.0	8.0	8.0	7.0	7.0	9.0
ENSG00000076242	MLH1	30.0	25.0	26.0	12.0	9.0	14.0
ENSG00000076248	UNG	28.0	32.0	10.0	18.0	7.0	11.0
ENSG00000076258	FMO4	0.9	0.6	1.0	0.7	0.4	2.0
ENSG00000076321	KLHL20	5.0	7.0	5.0	6.0	7.0	8.0
ENSG00000076344	RGS11					3.0	0.2
ENSG00000076351	SLC46A1	0.4	1.0	0.1	2.0	0.8	0.7
ENSG00000076356	PLXNA2		0.1		0.2	6.0	2.0
ENSG00000076382	SPAG5	32.0	16.0	20.0	26.0	2.0	13.0
ENSG00000076513	ANKRD13A	19.0	20.0	13.0	10.0	12.0	55.0
ENSG00000076554	TPD52	15.0	8.0	10.0	7.0		5.0
ENSG00000076555	ACACB	0.5	2.0	0.4	1.0	0.3	0.9
ENSG00000076604	TRAF4	16.0	3.0	3.0	7.0	6.0	6.0
ENSG00000076641	PAG1	3.0	9.0	9.0	1.0	0.4	1.0
ENSG00000076650	GPATCH1	3.0	7.0	5.0	6.0	1.0	2.0
ENSG00000076662	ICAM3	23.0	29.0	8.0			
ENSG00000076685	NT5C2	9.0	21.0	23.0	13.0	15.0	17.0
ENSG00000076706	AP002956.1	2.0	0.2	0.1	27.0	2.0	7.0
ENSG00000076716	GPC4	0.1			3.0	11.0	21.0
ENSG00000076770	MBNL3	6.0	6.0	4.0	0.5		0.7
ENSG00000076826	CAMSAP3	0.6	1.0				0.2
ENSG00000076864	RAP1GAP	0.1	4.0	2.0	0.1	0.1	0.2
ENSG00000076924	XAB2	12.0	16.0	12.0	7.0	4.0	5.0
ENSG00000076928	ARHGEF1	23.0	37.0	30.0	11.0	5.0	8.0
ENSG00000076944	STXBP2	7.0	13.0	19.0	0.7	0.2	1.0
ENSG00000076984	MAP2K7	7.0	11.0	10.0	5.0	4.0	5.0
ENSG00000077044	DGKD	10.0	13.0	18.0	5.0	1.0	13.0
ENSG00000077063	CTTNBP2				0.2	0.1	0.2
ENSG00000077080	ACTL6B		0.1				
ENSG00000077092	RARB		0.2	0.3	0.2	0.3	4.0
ENSG00000077097	TOP2B	47.0	62.0	91.0	23.0	13.0	37.0
ENSG00000077147	TM9SF3	18.0	35.0	21.0	40.0	32.0	43.0
ENSG00000077150	NFKB2	41.0	7.0	0.8	11.0	6.0	5.0
ENSG00000077152	UBE2T	41.0	51.0	52.0	47.0	5.0	21.0
ENSG00000077157	PPP1R12B	0.9	3.0	4.0	1.0	0.5	1.0
ENSG00000077232	DNAJC10	6.0	14.0	6.0	9.0	9.0	8.0
ENSG00000077235	GTF3C1	10.0	6.0	7.0	9.0	7.0	11.0
ENSG00000077238	IL4R	10.0	10.0	9.0	4.0	4.0	6.0
ENSG00000077254	USP33	8.0	14.0	14.0	19.0	7.0	14.0
ENSG00000077264	PAK3				0.3	0.1	0.2
ENSG00000077274	CAPN6						0.6
ENSG00000077312	SNRPA	42.0	48.0	29.0	23.0	8.0	19.0
ENSG00000077327	SPAG6	0.2	21.0				
ENSG00000077348	EXOSC5	24.0	37.0	24.0	23.0	3.0	5.0
ENSG00000077380	DYNC1I2	32.0	25.0	14.0	28.0	30.0	42.0
ENSG00000077420	APBB1IP	28.0	20.0	12.0	0.8	1.0	7.0
ENSG00000077454	LRCH4	5.0	12.0	16.0	2.0	1.0	3.0
ENSG00000077458	FAM76B	6.0	10.0	9.0	3.0	1.0	3.0
ENSG00000077463	SIRT6	9.0	11.0	5.0	6.0	4.0	4.0
ENSG00000077514	POLD3	13.0	14.0	12.0	7.0	1.0	5.0
ENSG00000077549	CAPZB	117.0	89.0	48.0	126.0	78.0	86.0
ENSG00000077585	GPR137B	8.0	4.0	0.5	3.0	3.0	5.0
ENSG00000077616	NAALAD2	0.1	0.1	0.1	1.0		0.2
ENSG00000077684	JADE1	7.0	11.0	8.0	9.0	6.0	7.0
ENSG00000077713	SLC25A43	6.0	9.0	5.0	8.0	11.0	15.0
ENSG00000077721	UBE2A	9.0	16.0	13.0	25.0	13.0	22.0
ENSG00000077782	FGFR1	0.6	4.0		17.0	16.0	19.0
ENSG00000077800	FKBP6		0.1	0.1			
ENSG00000077935	SMC1B		0.1	0.1	0.1		0.1
ENSG00000077942	FBLN1	0.1		0.1	3.0	35.0	0.1
ENSG00000077943	ITGA8				0.1	1.0	0.1
ENSG00000077984	CST7	0.2	326.0	0.2	0.4		2.0
ENSG00000078018	MAP2		0.3		0.5	0.1	4.0
ENSG00000078043	PIAS2	1.0	3.0	2.0	2.0	0.8	2.0
ENSG00000078053	AMPH	0.1	0.2	0.2	4.0	0.3	10.0
ENSG00000078061	ARAF	15.0	17.0	20.0	17.0	10.0	13.0
ENSG00000078070	MCCC1	19.0	13.0	12.0	11.0	3.0	6.0
ENSG00000078081	LAMP3	17.0			0.2		0.1
ENSG00000078098	FAP			0.4	12.0	19.0	8.0
ENSG00000078114	NEBL	0.1			0.1		
ENSG00000078124	ACER3	2.0	7.0	5.0	3.0	2.0	5.0
ENSG00000078140	UBE2K	23.0	33.0	24.0	22.0	13.0	25.0
ENSG00000078142	PIK3C3	4.0	3.0	5.0	2.0	3.0	5.0
ENSG00000078177	N4BP2	4.0	6.0	6.0	2.0	0.5	3.0
ENSG00000078237	TIGAR	19.0	2.0	4.0	8.0	7.0	4.0
ENSG00000078246	TULP3	6.0	5.0	3.0	21.0	10.0	11.0
ENSG00000078269	SYNJ2	9.0	6.0	2.0	16.0	6.0	31.0
ENSG00000078295	ADCY2						0.1
ENSG00000078304	PPP2R5C	7.0	8.0	8.0	17.0	4.0	8.0
ENSG00000078319	PMS2P1	19.0	24.0	16.0	7.0	4.0	6.0
ENSG00000078328	RBFOX1		0.1				0.1
ENSG00000078369	GNB1	55.0	68.0	57.0	73.0	60.0	65.0
ENSG00000078399	HOXA9		60.0		34.0	5.0	8.0
ENSG00000078401	EDN1	3.0	0.1	0.4	4.0	3.0	24.0
ENSG00000078403	MLLT10	10.0	14.0	7.0	5.0	3.0	6.0
ENSG00000078487	ZCWPW1	2.0	2.0	3.0	0.6	0.5	2.0
ENSG00000078549	ADCYAP1R1						0.2
ENSG00000078579	FGF20				0.1		
ENSG00000078589	P2RY10	26.0					
ENSG00000078596	ITM2A	7.0	3.0		0.2		
ENSG00000078618	NRDC	22.0	29.0	38.0	46.0	22.0	40.0
ENSG00000078668	VDAC3	62.0	40.0	29.0	21.0	15.0	28.0
ENSG00000078674	PCM1	20.0	14.0	25.0	8.0	4.0	9.0
ENSG00000078687	TNRC6C	0.9	3.0	2.0	1.0	0.5	2.0
ENSG00000078699	CBFA2T2	2.0	4.0	4.0	3.0	2.0	3.0
ENSG00000078725	BRINP1						0.7
ENSG00000078747	ITCH	8.0	11.0	12.0	17.0	8.0	12.0
ENSG00000078795	PKD2L2	0.1	0.1	0.1	0.1	0.1	0.2
ENSG00000078804	TP53INP2	5.0	4.0	0.7	11.0	7.0	9.0
ENSG00000078808	SDF4	21.0	33.0	27.0	39.0	60.0	37.0
ENSG00000078814	MYH7B	0.2	0.5	0.3	0.7	0.2	0.2
ENSG00000078898	BPIFB2						0.1
ENSG00000078900	TP73	3.0			0.6		0.1
ENSG00000078902	TOLLIP	6.0	7.0	8.0	17.0	7.0	6.0
ENSG00000078967	UBE2D4	2.0	4.0	2.0	2.0	1.0	3.0
ENSG00000079102	RUNX1T1				0.3	0.4	0.1
ENSG00000079112	CDH17	10.0			0.1	0.1	0.1
ENSG00000079134	THOC1	5.0	5.0	6.0	8.0	2.0	4.0
ENSG00000079150	FKBP7	1.0	3.0	2.0	13.0	5.0	7.0
ENSG00000079156	OSBPL6				2.0	0.9	3.0
ENSG00000079215	SLC1A3	0.1	6.0	6.0	4.0	2.0	4.0
ENSG00000079246	XRCC5	97.0	79.0	55.0	58.0	25.0	62.0
ENSG00000079257	LXN	4.0	3.0	1.0	0.2	5.0	2.0
ENSG00000079263	SP140	16.0	0.3	0.2	0.3		6.0
ENSG00000079277	MKNK1	4.0	8.0	7.0	5.0	2.0	3.0
ENSG00000079308	TNS1		0.9		0.1	19.0	18.0
ENSG00000079313	REXO1	7.0	9.0	8.0	5.0	3.0	6.0
ENSG00000079332	SAR1A	11.0	20.0	11.0	22.0	19.0	19.0
ENSG00000079335	CDC14A	2.0	5.0	4.0	0.5	0.4	0.7
ENSG00000079337	RAPGEF3	0.2	0.7	0.3	0.6	0.3	0.3
ENSG00000079385	CEACAM1	0.6	0.1		0.1		0.1
ENSG00000079387	SENP1	6.0	10.0	5.0	10.0	1.0	4.0
ENSG00000079393	DUSP13	0.1					
ENSG00000079432	CIC	6.0	8.0	8.0	13.0	6.0	9.0
ENSG00000079435	LIPE	3.0	3.0	1.0	0.9	0.2	0.1
ENSG00000079459	FDFT1	68.0	69.0	65.0	45.0	11.0	52.0
ENSG00000079462	PAFAH1B3	12.0	29.0	14.0	12.0	3.0	15.0
ENSG00000079482	OPHN1	0.5	3.0	0.7	3.0	1.0	2.0
ENSG00000079557	AFM		0.4				0.1
ENSG00000079616	KIF22	27.0	29.0	39.0	16.0	2.0	8.0
ENSG00000079689	SCGN				0.1		0.1
ENSG00000079691	CARMIL1	5.0	0.2		3.0	2.0	6.0
ENSG00000079739	PGM1	14.0	32.0	5.0	46.0	32.0	16.0
ENSG00000079785	DDX1	45.0	32.0	30.0	42.0	31.0	43.0
ENSG00000079805	DNM2	12.0	25.0	14.0	7.0	6.0	8.0
ENSG00000079819	EPB41L2	18.0	14.0		11.0	14.0	14.0
